timestep,mean_return,std_return,mean_ep_len,return_per_step
188000,277.1808072,8.730868641546504,180.0,1.5398933733333333
189000,288.7028846,12.966470939718846,184.4,1.5656338644251626
190000,270.29099239999994,11.302823523613775,175.2,1.5427568059360728
191000,288.40883599999995,23.91656999151796,186.6,1.545599335476956
192000,281.5761868,10.831386840926628,182.0,1.5471219054945056
193000,306.68322320000004,5.149178101159032,197.8,1.5504713003033368
194000,285.0795368,19.728947220495357,182.6,1.5612241883899236
195000,295.14809320000006,25.412039601607855,188.6,1.5649421696712622
196000,309.79136980000004,13.980264577493687,196.6,1.5757445055951171
197000,293.507904,13.860828767364206,189.0,1.552951873015873
198000,296.9427984,5.5282735882007605,190.2,1.5612134511041011
199000,299.9308462,8.675942230110426,191.8,1.5637687497393118
200000,327.8765242,42.459242627234076,204.6,1.6025245562072337
201000,291.78113620000005,27.64563337357527,187.6,1.5553365469083158
202000,296.397093,13.236803621930525,190.6,1.5550739401888771
203000,296.47890179999996,16.4631963906848,191.4,1.5490015768025076
204000,277.70441719999997,20.95127024580199,181.0,1.5342785480662982
205000,308.7001294,21.022756489995256,197.8,1.560667994944388
206000,322.4102312,19.922430773150154,204.2,1.578894374142997
207000,311.7810984,19.52295327886548,199.0,1.5667391879396986
208000,309.9162276,14.92240259436994,200.2,1.548033104895105
209000,336.2888172,23.184235562663474,218.8,1.5369689999999998
210000,336.82074700000004,18.97060988979598,218.6,1.5408085407136325
211000,346.173261,15.541188469930631,222.4,1.556534446942446
212000,331.80837060000005,15.39140877967081,218.0,1.52205674587156
213000,312.866102,21.14846818838167,202.2,1.5473100989119686
214000,331.9139884,24.603274490827665,216.4,1.5337984676524954
215000,327.32271299999996,18.701560850760156,213.4,1.5338458903467664
216000,336.85273540000003,16.693706906461955,219.4,1.5353360774840474
217000,347.8733488,34.501442185972806,219.4,1.5855667675478575
218000,366.8249316,16.045360060881965,236.6,1.550401232459848
219000,351.44999640000003,23.000497830234842,225.2,1.5606127726465366
220000,383.5129198,38.28396609549789,232.6,1.648808769561479
221000,365.71493380000004,20.71928237399633,232.0,1.5763574732758623
222000,386.2932716,37.68330454845602,234.2,1.6494161895815544
223000,380.5404004,44.22076416913243,230.8,1.6487885632582322
224000,365.96393559999996,25.0107466901833,232.6,1.573361717970765
225000,371.8733684,19.55467714045383,236.0,1.5757346118644069
226000,385.9112922,23.01495965431744,237.8,1.622839748528175
227000,387.76680600000003,37.34482677553184,235.2,1.648668392857143
228000,384.063765,33.95545740532292,234.8,1.6357059838160135
229000,383.6883456,25.71334977482746,238.0,1.612135905882353
230000,369.4965904,20.168471941691465,237.2,1.5577427925801013
231000,358.6467678,19.459831361959427,229.6,1.5620503824041814
232000,379.46504680000004,20.573719644426124,236.8,1.6024706368243244
233000,356.7707466,25.190664557398705,230.8,1.5458004618717502
234000,385.70774800000004,36.525019377340996,234.6,1.6441080477408356
235000,389.136127,36.89652546477421,235.6,1.6516813539898132
236000,385.860618,30.342454206965645,239.0,1.6144795732217572
237000,391.46932219999997,31.16736511573033,242.0,1.617641827272727
238000,411.31551320000005,28.444548281260484,242.0,1.6996508809917357
239000,401.8073654,26.147197215594957,240.8,1.6686352383720928
240000,402.8169186,28.735354637437492,242.0,1.6645327214876033
241000,414.0069162,30.49869268962033,242.0,1.7107723809917355
242000,410.81886199999997,21.71581080338819,242.0,1.697598603305785
243000,389.6609896,25.17988172266328,242.0,1.6101693785123967
244000,426.3193042,26.481091944597527,242.0,1.7616500173553717
245000,415.7596504,23.65495878699489,242.0,1.7180150842975206
246000,421.0645269999999,18.41795285047601,242.0,1.7399360619834705
247000,407.2024498,44.602909287040475,241.8,1.6840465252274606
248000,428.16336259999997,12.243064019097027,242.0,1.7692700933884296
249000,435.69270560000007,7.640193019739885,242.0,1.8003830809917358
250000,429.17569000000003,16.008749029156938,242.0,1.77345326446281
251000,413.337309,12.843952818899059,242.0,1.7080054090909091
252000,426.61966739999997,15.984002486859026,242.0,1.7628911876033058
253000,434.0451094,9.564662696413519,242.0,1.793574832231405
254000,417.67294380000004,28.008679095893235,242.0,1.725921255371901
255000,422.41047420000007,9.98149553617749,242.0,1.7454978272727275
256000,434.07292199999995,8.052375010931485,242.0,1.7936897603305784
257000,432.43742940000004,5.861516145076894,242.0,1.786931526446281
258000,429.29527880000006,13.265541048119207,242.0,1.7739474330578515
259000,426.9402666,7.452414340020917,242.0,1.7642159776859503
260000,429.55043379999995,13.440474101465266,242.0,1.7750017925619832
261000,438.884322,4.407921423794528,242.0,1.8135715785123967
262000,446.11260440000007,2.834393492661579,242.0,1.843440514049587
263000,444.49106259999996,5.534011818481771,242.0,1.8367399280991734
264000,446.220191,4.008828573342443,242.0,1.8438850867768595
265000,446.2973836,5.653170355308441,242.0,1.84420406446281
266000,446.3063446,4.2105782967593575,242.0,1.8442410933884297
267000,452.2501572,0.9241507793448769,242.0,1.8688023024793388
268000,452.8197124,2.858634421826927,242.0,1.8711558363636365
269000,452.878884,1.3300584156975919,242.0,1.871400347107438
270000,449.576831,2.738930059059849,242.0,1.8577555000000001
271000,452.39966560000005,2.2840205802149574,242.0,1.869420105785124
272000,454.07985640000004,1.401238799834997,242.0,1.8763630429752067
273000,453.28048879999994,1.5395937512189881,242.0,1.87305987107438
274000,452.5185338,2.9054844287817776,242.0,1.8699112966942149
275000,453.46674,2.0378623838594128,242.0,1.8738295041322315
276000,454.65421299999997,1.7044362112479339,242.0,1.8787364173553718
277000,453.4686374,2.722783490526541,242.0,1.8738373446280991
278000,453.7118466,2.8352583713862582,242.0,1.874842341322314
279000,456.2767876,1.2708615040257782,242.0,1.88544127107438
280000,455.5179732,2.341164848977572,242.0,1.8823056743801652
281000,454.3984852,2.137511977426971,242.0,1.877679690909091
282000,455.29400259999994,1.5292424451291713,242.0,1.8813801760330575
283000,455.9199122,1.7172346119670958,242.0,1.883966579338843
284000,455.62633059999996,0.8363246648414877,242.0,1.8827534322314048
285000,455.48850939999994,1.8614929350103502,242.0,1.8821839231404955
286000,454.5371284,2.2685627828223525,242.0,1.8782525966942147
287000,455.641179,1.9465246464064105,242.0,1.8828147892561984
288000,455.6322004,2.1980743636313855,242.0,1.8827776876033058
289000,456.75798180000004,2.2562776671758735,242.0,1.8874296768595042
290000,457.0772816,1.4712912152245903,242.0,1.8887490975206611
291000,457.85104680000006,0.7886685579365661,242.0,1.8919464743801655
292000,457.51064859999997,1.4932182916857903,242.0,1.8905398702479337
293000,456.69550560000005,1.3777715649651947,242.0,1.8871715107438018
294000,457.29638020000004,1.2304971601673014,242.0,1.889654463636364
295000,457.3970472,1.3176065208993761,242.0,1.8900704429752064
296000,457.29421279999997,1.7639359028825556,242.0,1.8896455074380163
297000,458.11437559999996,1.8025734619149887,242.0,1.8930346099173552
298000,458.0904164,1.086099802295096,242.0,1.8929356049586776
299000,457.7086324,1.3515311789020066,242.0,1.891357985123967
300000,456.2096468,1.2093467907253732,242.0,1.885163829752066
301000,457.2065786,1.5743704318771463,242.0,1.889283382644628
302000,458.09959740000005,1.052464139639664,242.0,1.8929735429752068
303000,457.91007479999996,2.0243222935601284,242.0,1.892190391735537
304000,457.74935080000006,0.9205576372834877,242.0,1.8915262429752069
305000,456.6630216,2.149207795489184,242.0,1.8870372793388428
306000,456.9013414,0.9708469138482213,242.0,1.8880220719008263
307000,458.42061620000004,1.1911223915174027,242.0,1.894300066942149
308000,457.7509242,0.5084939855885913,242.0,1.8915327446280992
309000,458.53039900000005,1.5894683410665291,242.0,1.8947537148760332
310000,458.538483,0.9032188356169301,242.0,1.8947871198347106
311000,457.50862320000005,1.9659489142170803,242.0,1.8905315008264465
312000,457.775609,1.9152303738843544,242.0,1.8916347479338842
313000,458.69297900000004,1.5379575652212307,242.0,1.8954255330578513
314000,457.0078649999999,2.3812789641356145,242.0,1.8884622520661154
315000,458.0511996,2.0377463405313745,242.0,1.8927735520661157
316000,455.43086159999996,2.885091588061527,242.0,1.8819457090909089
317000,458.9378564,0.12607433582074773,242.0,1.896437423140496
318000,457.9365409999999,2.4952526965654505,242.0,1.8922997561983468
319000,458.87116940000004,1.5462872452958516,242.0,1.8961618570247936
320000,456.5069802,2.636976969987365,242.0,1.8863924801652892
321000,457.2739332,1.387997877488069,242.0,1.8895617074380164
322000,459.0355668,1.792923673551932,242.0,1.896841185123967
323000,459.25140059999995,2.1736803077726696,242.0,1.8977330603305784
324000,457.809358,2.7527998776973295,242.0,1.8917742066115701
325000,459.16762020000004,1.791751200424694,242.0,1.8973868603305788
326000,459.91826679999997,1.1030530274409183,242.0,1.9004887057851239
327000,460.03462899999994,0.9514684272277185,242.0,1.9009695413223138
